cluster_primary,PooledFundName,AllocationYear,OrganizationName,ProjectTitle,budget_usd,beneficiaries_total,cpb_usd_per_beneficiary,cpb_percentile_in_cluster,z_log10_cpb,flag_iqr_high,flag_z_high,flag_pct_high,flag_beneficiaries_gt_country_pop,outlier_reason,cluster_evidence
Health,oPt,2018,Médecins du Monde France,Support the MoH emergency response and emergency preparedness at PHC and Hospital levels.,400000.03,878.0,455.5808997722096,0.9707207207207207,2.381553767325595,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,Jordan,2019,MEDAIR,Cash-for-Health Assistance to Strengthen Resilience in Syrian Refugees and Vulnerable Jordanians in Jordan,299959.8,681.0,440.46960352422906,0.9703453453453453,2.358975735303603,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2023,Welfare Association - Lebanon Branch,"Pillar 1: Provision of protection and health services to 720 Elderly Palestinian Refugees in Nahr El-Bared, Beddawi, and Wavel camps.",350057.75,800.0,437.5721875,0.96996996996997,2.354558272278685,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Protection
Health,Syria,2022,Adventist Development and Relief Agency,Encouraging Nutrition Responses to Improve Community Health (ENRICH) – Priority 1,503772.72,1158.0,435.0368911917098,0.9695945945945946,2.350668842858458,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Nutrition
Health,Lebanon,2023,Restart Center,"Priority 3: Provision of Health (80%) and protection (20%) services to persons deprived of their liberty in Tripoli, Zgharta, Koura, Batroun, Bcharreh, Minieh-Danniyeh, and Akkar districts. ",347146.24,800.0,433.9328,0.9692192192192193,2.3489679528660172,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Protection
Health,Sudan,2024,International NGO,"Emergency cholera response and prevention in Gedaref state, Sudan",535000.0,1246.0,429.37399678972713,0.9688438438438438,2.341898832147466,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: cholera)
Health,Syria Cross border,2023,National NGO,Envelop 1&amp;3 :Emergency Response to Affected areas in NWS to Improve the Living Conditions and Mental Health of Vulnerable Population in Idleb and Aleppo governorates.,1267660.25,3080.0,411.57800324675327,0.9684684684684685,2.313565898232805,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Jordan,2020,MEDAIR,Cash-for-Health Assistance to Strengthen Resilience for COVID-19 in Syrian Refugees and Vulnerable Jordanians,292361.41,716.0,408.3259916201117,0.9680930930930931,2.3082562342188573,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2021,Restart Center,"Providing specialized mental health services and community-based psychosocial support to 800 vulnerable Lebanese, migrants and refugees in Beirut, Mount Lebanon, North Lebanon and Akkar governorates.",650317.21,1600.0,406.44825625,0.9677177177177178,2.3051711037293057,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Protection
WASH,Lebanon,2018,Relief International,Care for the Wellbeing of Elderlies  (CWE),559868.51,1380.0,405.70181884057973,0.9836629406706793,2.465995762064386,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well)
Health,Lebanon,2024,Première Urgence Internationale,Emergency Health and Nutrition Response to Conflict Escalation and Displacement,1000000.0,2579.0,387.74718883288097,0.9673423423423423,2.273643209351293,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Nutrition
WASH,Lebanon,2023,World Vision International,"Pillar 1 - Education and WASH service provision to vulnerable girls and boys in Wadi Khaled, Berqayel and Mhamarra",603197.58,1565.0,385.42976357827473,0.9832330180567498,2.4252275927267952,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Education
Health,Ukraine,2025,Charitable Organization “Charitable Foundation “Mission Kharkiv”,RHCA - Resilience Through Health and Cash Assistance,248348.68,660.0,376.2858787878788,0.9669669669669669,2.253560127353681,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,oPt,2018,Al Awda Health and Community Association,To alleviate the suffering of patients waiting on the waiting list for surgical operations in the Ministry of Health and alleviate the burden of the MoH through conducting surgical operations with high quality in Al Awda Hospital in the northern Gaza Strip - OPT,300000.18,805.0,372.6710310559006,0.9665915915915916,2.2470989416318163,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, hospital)"
Health,Jordan,2021,MEDAIR,Cash-for-Health Assistance to Strengthen Resilience for COVID-19 in Syrian Refugees and Vulnerable Jordanians,271606.64,738.0,368.0306775067751,0.9662162162162162,2.2387122807572366,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Syria,2016,Lamset Shifaa Association,"Provide Life Savings Health Services for PIN, including Internal displaced people and population in hard to reach area.",494340.0,1390.0,355.64028776978415,0.9658408408408409,2.2157897830619513,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Ukraine,2023,CORE Community Organized Relief Effort,"Shelter and WASH Support for Rural, Accessible Areas Near the Front Line in Kharkiv, Mykolaiv and Kherson Oblasts",2492170.21,7150.0,348.5552741258741,0.9828030954428203,2.3452475452199852,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Shelter/NFI
Health,oPt,2019,Qatar Red Crescent Society,Ensure safe access to essential life-saving and life-restoring health care services through the Limb Reconstruction Unit at Naser Hospital,369062.26,1060.0,348.1719433962264,0.9654654654654654,2.2015841856430005,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, hospital)"
Health,Jordan,2016,Jordan Health Aid Society International,"Supporting the provision of quality and equitable access life saving, Secondary and tertiary healthcare services for  Syrian refugee Girls, Boys, Women and Men in camps and urban  and vulnerable Jordanians.",399950.0,1159.0,345.08196721311475,0.9650900900900901,2.195617387362498,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,oPt,2020,Al Awda Health and Community Association,Providing elective surgeries to patients registered on the waiting list at the Ministry of Health – Gaza Strip - OPT,504270.03,1474.0,342.10992537313433,0.9647147147147147,2.189827697828375,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,oPt,2017,Mercy Corps,Urgent Support to Vulnerable Farmers Severely Affected by Power and Water Irrigation Crises,250000.25,746.0,335.1209785522788,0.9823731728288908,2.313986939935993,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: water)
Health,Lebanon,2020,Caritas Lebanon,"Alleviating the impact of the COVID-19 crisis on vulnerable older persons, persons with disabilities, persons with serious medical conditions, and other persons with specific needs from the refugee and host communities, including Syrians, Palestinians from Lebanon and Syria, migrants, other nationalities, and Lebanese, in Mount Lebanon, North Lebanon, South Lebanon, and Bekaa, through the provision of Protection and Health services, including Emergency Cash Assistance, Protection Cash Assistance, and the financial contribution of patient share hospitalisation fees &amp; Provision of Emergency Cash Assistance as part of a holistic protection approach to the those most vulnerable affected by the Beirut port blast.",2543197.84,7592.0,334.98390937829294,0.9643393393393394,2.1757383904224605,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, medical, hospital); also matched: Protection"
WASH,Lebanon,2020,Development for People and Nature Association,"Constructing 275 latrines with hand-washing stations for at-risk profile of Syrian refugees and providing them with 550 disinfection kits in South, Nabatiyeh and Mount Lebanon areas.",456405.83,1375.0,331.9315127272727,0.9819432502149613,2.3063812551182785,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: wash, latrine)"
WASH,Sudan,2015,Catholic Relief Services,Essential WASH and Education Support to Chadian Refugees in Mukjar locality,150016.01,453.0,331.16116997792494,0.9815133276010318,2.3045333186717456,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Education
Health,Ethiopia,2018,World Health Organization,"Strengthening referral stabilization centers for inpatient management of severe acute malnutrition with medical complications in IDP response, Gedeo/West Guji",307609.49,942.0,326.54935244161356,0.963963963963964,2.15866932276225,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: medical, referral); also matched: Nutrition"
Health,Yemen,2016,Yemen Family Care Association,Provision of Community Based Protection Referral Networks Support for IDPs and their Host Communities in Al-durihmi district in Al-Hodidah governorate and Amran city district in Amran governorate.,390000.02,1200.0,325.0000166666667,0.9635885885885885,2.1554860436830827,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral); also matched: Protection
WASH,Lebanon,2023,Rene Mouawad Foundation,"Upscaling Education, Protection and WASH services for vulnerable children and their caregivers in Akkar",999927.58,3102.0,322.34931656995485,0.9810834049871023,2.283083773024953,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: wash); also matched: Education, Protection"
Health,Syria Cross border,2023,International NGO,Envelop1: Filling the Gaps in Internal Medicine and Diagnostic Services at Salqin Hospital ,1279769.54,4000.0,319.942385,0.9632132132132132,2.144987940283678,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,oPt,2018,MA’AN Development Center,Protect the Health and Safety of IDPs and Hardship Cases through Emergency Shelter Responses,282532.86,908.0,311.1595374449339,0.9628378378378378,2.1263567947978035,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Shelter/NFI
WASH,Syria Cross border,2023,International NGO,"Envelope 1, Shelter Rehabilitation Efforts for Building Inclusive and Livable Dwellings (REBUILD) in Idleb",1499932.51,4825.0,310.8668414507772,0.9806534823731728,2.254236271441011,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well); also matched: Shelter/NFI
Health,Lebanon,2018,MEDAIR,Enhanced Shelter intervention to provide humanitarian assistance to Syrian Refugee and Host Community People with Specific Needs (PwSN) affected by the Syrian Crisis living in the Bekaa Valley. (as per technical review feedback project is now 100% shelter / Health component omitted).,324880.88,1047.0,310.2969245463228,0.9624624624624625,2.124498642980197,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Shelter/NFI
Health,Lebanon,2020,Association LRC,"Construction of private latrines for 204 households for persons with special needs, older persons and serious medical conditions residing in informal settlements in T5 to prevent COVID-19 transmission.",260480.8,856.0,304.3,0.9620870870870871,2.111436102140813,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: medical); also matched: WASH
WASH,Colombia,2016,Fundación Halu Bienestar Humano,"Atención de emergencia con acciones de WASH, salud y SAN a la población indígena Wounaan y Embera por conflicto armado en Litoral del San Juan y Bajo Baudó, Chocó",249994.99,826.0,302.6573728813559,0.9802235597592434,2.232950650194617,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
WASH,oPt,2025,Fondazione We World - GVC Onlus,Restoring life-saving access to safe water for vulnerable communities in the West Bank,300000.0,1000.0,300.0,0.9797936371453139,2.2259367123784695,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: water)
WASH,Syria Cross border,2021,National NGO,Envelope 1: Improvement of Living Conditions of IDPs in Northwest Syria through Provision of Dignified Shelter Associated with Infrastructure and WASH Services.,1068099.33,3602.0,296.5295197112715,0.9793637145313844,2.216682496764052,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Shelter/NFI
WASH,Ukraine,2020,Charity Foundation “NEW WAY”,"Providing assistance to the most vulnerable conflict-affected population in some settlements of Donetska oblast, NGCA to address acute WASH needs during the winter.",176510.93,600.0,294.18488333333335,0.9789337919174549,2.21036889345227,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
Health,Somalia,2014,Relief International UK,Support for the SC Department in North Galkacyo Hospital.,211307.67,720.0,293.48287500000004,0.9617117117117117,2.0872095581956267,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: hospital)
Health,Syria,2016,Al Birr Charity and social services association,"Provision of emergency health services, births, surgeries, installation of joints and extremities.",495945.0,1690.0,293.4585798816568,0.9613363363363363,2.0871541466950996,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Nigeria,2018,CHRISTIAN RURAL AND URBAN DEVELOPMENT ASSOCIATION OF NIGERIA,"Emergency Response in Gwoza, Borno State NE Nigeria through Improved Access to WASH &amp; Food Security",579999.82,2000.0,289.99991,0.9785038693035254,2.19897356235035,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Food Security
Health,Syria,2019,Al Birr Charity and social services association,Providing health services for people in northern rural Homs,299980.92,1040.0,288.4431923076923,0.960960960960961,2.075615862009338,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Lebanon,2024,Ana Aqra,"Promoting Access to Quality Education and Wellbeing for Vulnerable, Displaced, Transitioning, Returning, and Conflict-Affected Lebanese, Syrian, and Palestinian Refugees Across BML, Akkar, and BBH",984355.35,3466.0,284.0032746682054,0.9780739466895959,2.1823552770845276,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well); also matched: Education
Health,Jordan,2015,Royal Health Awareness Society,The Healthy Community Clinic HCC,226387.83,800.0,282.9847875,0.9605855855855856,2.0628281418243084,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, clinic)"
WASH,Lebanon,2023,Save the Children Fund,Improving resilience and wellbeing of vulnerable children in the South through Education activities with integrated Protection and WASH initiatives. ,989013.95,3500.0,282.57541428571426,0.9776440240756664,2.178346577602118,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: wash, well); also matched: Education, Protection"
Health,oPt,2025,Palestine Save the Children Foundation,Enhancing Basic Education and Mental Health Support for Children Affected by Conflict in Gaza Middle Area,499641.85,1770.0,282.28353107344634,0.9602102102102102,2.0611674153548476,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Education
WASH,Yemen,2017,Society for Humanitarian Solidarity,"Shelter &amp; WASH Assistance for IDPs, Returnees and Host Communities in Ataq District of Shabwa Governorate",593892.8,2129.0,278.95387505871304,0.9772141014617369,2.1680876049240196,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Shelter/NFI
Health,Lebanon,2024,Welfare Association - Lebanon Branch,"Pillar 2: Provision of food security, health, and protection services to 1000 elderly Palestinian refugees in Nahr Bared, Bedawi, Wavel, Burj Barajneh",695880.09,2500.0,278.352036,0.9598348348348348,2.0517797006094183,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health); also matched: Food Security, Protection"
Health,Afghanistan,2022,United Nations High Commissioner for Refugees,"Assistance to persons with specific needs and vulnerable persons in Afghanistan with cash, in-kind assistance and referrals to other service providers and provision of Mental Health and Psychosocial Support (MHPSS)",996768.09,3600.0,276.880025,0.9594594594594594,2.0482306416593428,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, referral); also matched: Protection"
Health,Lebanon,2024,Restart Center,"Pillar II: Provision of Health, Protection, and Food Assistance to Detainees, Children in Conflict with the Law, and Individuals with Mental Health Conditions, particularly Persons with Disabilities.",650002.33,2390.0,271.9675020920502,0.9590840840840841,2.0362483427072884,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Protection
WASH,Syria Cross border,2022,International NGO,"Envelope1: Enhance education infrustructure in Idleb camps to ensure facilitated access to education activities that are well-tailored to meet children's demands (girls and boys aged 5-17, considering CwDs)",886236.01,3277.0,270.441260299054,0.9767841788478074,2.1434391329810274,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well); also matched: Education
Health,Ukraine,2021,Triangle Generation Humanitaire,Improving resilience on the conflict- and COVID-19- affected population in NGCA through the provision of food and health kits,402966.48,1500.0,268.64432,0.9587087087087087,2.0280192918475413,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,oPt,2021,Save the Children,WASH rehabilitation of vulnerable households in Gaza strip,343761.85,1293.0,265.8637664346481,0.976354256233878,2.129862142244784,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
Health,Syria,2016,Al Afia Fund Charity,Provision of medical care to poor and IDP patients in Homs,499476.0,1915.0,260.8229765013055,0.9583333333333334,2.0082427893606285,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: medical)
WASH,Sudan,2016,World Health Organization,"Response to Acute Watery Diarrhea outbreak in 6  states continuously reporting cases in Sudan,",510287.28,2000.0,255.14364,0.9759243336199485,2.0971284962366123,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: water)
WASH,Lebanon,2021,ANERA,"Provision of critical dry food parcels (complemented with Fruits &amp; Vegetables vouchers) and hygiene material (complemented with elderly and baby kits where applicable) to 805 vulnerable HH (80% Lebanese, 20% Syrian) in Greater Beirut, in response to the economic crisis. 
(Please see note regarding targets in project summary)",878487.33,3493.0,251.49937875751502,0.975494411006019,2.085686758164349,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: hygiene); also matched: Food Security
WASH,Lebanon,2022,World Vision International,WASH and Education services for the most vulnerable children and their families in Akkar (Halba &amp; Amayer including Wadi Khaled),391000.04,1560.0,250.64105128205128,0.9750644883920895,2.0829677825070125,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Education
Health,Ukraine,2022,Medicos del Mundo,Addressing the urgent health needs of the population affected by the armed conflict in Ukraine,1500000.0,6000.0,250.0,0.9579579579579579,1.979875556992172,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Lebanon,2022,The Forum for the Rights of Persons with Disabilities,"Pillar 1: Providing an inclusive multi-sectoral response to 480 households with at least one PwD or one older person with food parcels and WASH kits and 660 PwDs and older persons with protection services in Tripoli, Akkar, and Minnieh-Dennieh.",401118.11,1620.0,247.60377160493826,0.9746345657781599,2.0732710717553413,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Protection
Health,Jordan,2020,International Medical Corps,Ensuring continuous access to quality sexual and reproductive health services in Azraq camp hospital,374448.44,1538.0,243.46452535760727,0.9575825825825826,1.9621450045587552,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, hospital, reproductive)"
Health,Lebanon,2025,Restart Center,Pillar II: Specialized Mental Health and Protection Services for High-Risk Newly Arrived Individuals in North Lebanon and Akkar.,388740.75,1600.0,242.96296875,0.9572072072072072,1.9607646912614995,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Protection
Health,Jordan,2015,Foundation for the Social Promotion of Culture,Specialized secondary health care services and inclusive activities for people with disabilities among Syrian refugees in Za'atari camp.,155136.09,640.0,242.400140625,0.9568318318318318,1.9592123582332739,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Sudan,2024,International NGO,Provision of life-saving healthcare services for the vulnerable and conflict-affected population of Khartoum in response to the humanitarian crisis in Sudan,4000000.0,16612.0,240.78979051288226,0.9564564564564565,1.9547508703686451,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,oPt,2025,Save Youth Future Society,Restoring learning and psychosocial well-being for displaced children in Gaza through temporary learning spaces,249999.77,1044.0,239.46338122605363,0.9742046431642304,2.046683792108886,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: well); also matched: Education, Protection"
Health,Jordan,2019,ASSOCIAZIONE VENTO DI TERRA ONLUS,I.CA.RE – Integrated system of CAsh for health assistance and medical REferral to access to secondary health care,249222.75,1046.0,238.2626673040153,0.956081081081081,1.9476889462257885,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, medical, referral)"
Health,Iraq,2021,People in Need,"Vulnerable out of camp IDPs and returnees in unserved locations of Ninewa, Salah al Din and Diyala have access to cash assistance and referral services to reduce reliance on negative coping mechanisms

",899999.99,3780.0,238.09523544973544,0.9557057057057057,1.9472184237144508,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral)
Health,Syria,2021,Society Charity of BabAlSibaa in Homs,Healthcare for Disease Control,249998.55,1050.0,238.09385714285713,0.9553303303303303,1.9472145489781092,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Lebanon,2022,Fondazione We World - GVC Onlus,"Pillar 1: accountable and inclusive multi-sectoral response to Food Security and WASH needs of 4200 vulnerable people in Akroum, Joumeh and Wadi Khaled (Akkar governorate)",999975.67,4200.0,238.08944523809524,0.9737747205503009,2.042107398719109,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Food Security
WASH,Yemen,2021,Solidarités International,"Provision of multisector emergency assistance (WASH and Food Security) to internally displaced people and returnees in Dhubab district and Al Mokha districts, Ta'izz governorate [priority 1]",1209999.98,5090.0,237.72101768172888,0.9733447979363714,2.040875726129481,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Food Security
WASH,oPt,2022,OXFAM Novib,Improve access to WASH services for the Area C vulnerable and underserved Communities,379502.95,1600.0,237.18934375,0.9729148753224419,2.039094943234363,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
WASH,oPt,2023,Terre des Hommes Lausanne,Conflict-affected children and families in the West Bank have enhanced resilience and well-being.,469525.1,1990.0,235.94226130653266,0.9724849527085124,2.034902267421053,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: well)
WASH,oPt,2015,Fundacion Accion Contra El Hambre (Action Against Hunger ),Emergency support for displaced families affected by the hot summer weather in order to improve access to basic sanitation and hygiene services,249792.84,1071.0,233.23327731092436,0.9720550300945829,2.0257178211855074,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),"WASH (keywords: sanitation, hygiene)"
WASH,Chad (RhPF),2025,INTERSOS,Réponse humanitaire multisectorielle aux besoins prioritaires (Abris et Wash) des réfugiés dans le camp de Iridimi dans le département de Kobe en province du Wadi Fira,1300000.0,5600.0,232.14285714285714,0.9716251074806534,2.021990750458631,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
WASH,oPt,2019,OXFAM Novib,Improving access to WASH services for fragile families in the eastern area of Gaza governorate,500000.0,2170.0,230.4147465437788,0.971195184866724,2.016048036840539,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
Health,Syria,2021,Lamset Shifaa Association,Strengthen access and delivery of the essential package of health care services to the vulnerable groups and IDPs in Duma.,249946.65,1089.0,229.5194214876033,0.954954954954955,1.922665025424438,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Syria,2020,Al Birr Association Charitable and Sociable Services Organization in Al Qamishli,Supporting Health facilities and health-workers  in Al Hasakeh governorate with preventive measures to enhance their ability during COVID-19 pandemic,249948.79,1098.0,227.6400637522769,0.9545795795795796,1.9171617678081674,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
WASH,Lebanon,2023,Fondazione We World - GVC Onlus,"Pillar 1-3: Localized and accountable Food Security and WASH response for 6370 people in Wadi Khaled, Machta Hammoud and Mazarea Jabal Akroum",1434630.59,6396.0,224.30121794871795,0.9707652622527945,1.9946607847925564,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Food Security
Health,Syria,2016,Lamset Shifaa Association,"Provide Life Savings Health Services for PIN, including Internal displaced people and population in hard to reach area 2017.",299826.84,1344.0,223.08544642857146,0.9542042042042042,1.9036338731221003,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health)
Health,Lebanon,2025,Action Contre la Faim Liban,"Delivery of Inclusive Life-saving Health and Nutrition Services to the Most Vulnerable Populations in the Districts of Baalbek, Zahle and Tyre",635000.0,2873.0,221.02332057083188,0.9538288288288288,1.8974179645390787,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: health); also matched: Nutrition
WASH,Yemen,2022,BENEVOLENCE COALITION FOR HUMANITARIAN RELIEF,Provision of integrated lifesaving food security and WASH assistance and services to the most vulnerable people in Al Abdiyah district of Marib governorate- Priority 1,997673.69,4536.0,219.9456988536155,0.970335339638865,1.9790650267947838,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash); also matched: Food Security
Health,Iraq,2020,"Cesvi, Italian Agency for Development Cooperation",Empowerment of at-risk and acutely vulnerable out-of-camp IDPs communities through MPCA and referral services provision in the contex of the Covid-19 outbreak in Kurdistan Region of Iraq,800000.0,3696.0,216.45021645021646,0.9534534534534534,1.8834236768450399,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),Health (keywords: referral)
Health,Lebanon,2021,Tabitha for relief and development,"Support for 250 individuals Lebanese (100), Syrian refugees (100) and migrants (50) through:
- Provision of food parcels during 6 months paired with hygiene kits (WASH elderly and Baby kits) for 2 months period in Aley district Mount Lebanon topped up with tailored hygiene kits for babies and elderlies (hygiene kits are distributed to the same families, the 1st kit during the 1st distribution of food and the 2nd  kit during the 4th distribution of the food) . 
- Delivery of info session related to Covid-19, PSEA, nutrition, reproductive health and mental health to 1,150 individuals Lebanese (500), refugees (500) and migrants (150).",292560.16,1365.0,214.32978754578753,0.9530780780780781,1.8768342542126917,True,False,False,False,Above IQR upper fence for cluster (>213.45 USD/benef),"Health (keywords: health, reproductive); also matched: Nutrition, WASH"
WASH,Yemen,2021,Life Maker Meeting Place Organization,"Provision of Integrated Food &amp; WASH assistance to IDP households living in IDP sites in  Rub Al Sham sub district  of Al Zuhra district, Al Hodeida (Priority 1)",492386.82,2304.0,213.70955729166667,0.9699054170249355,1.956189117704353,True,False,False,False,Above IQR upper fence for cluster (>211.53 USD/benef),WASH (keywords: wash)
